Key,Description,en,ko
tutDesc_Vertical Flight,Description of a legacy tutorial,Complete the Vertical Flight tutorial.,수직 비행 튜토리얼을 완료하십시오.
tut:Vertical Flight:Intro10,A tutorial label,Welcome to the Vertical Flight autopilot training.,수직 비행 자동 조종 훈련에 오신 것을 환영합니다.
tut:Vertical Flight:Intro21,A tutorial label,"Vertical flight can be tricky, but by using the AP, you will be a master in no time.","수직 비행은 까다롭지만, 자동 조종(AP)을 활용하면 금방 숙달할 수 있습니다."
tut:Vertical Flight:CheckTilt2,A tutorial label,"First, make sure the engines are tilted at 90 degrees.",먼저 엔진이 90도로 틸트되어 있는지 확인하십시오.
tut:Vertical Flight:CheckTilt3,A tutorial label,"First, make sure the engines are tilted at 90 degrees.",먼저 엔진이 90도로 틸트되어 있는지 확인하십시오.
tut:Vertical Flight:EnableHVR4,A tutorial label,Enable HVR mode.,HVR 모드를 켜십시오.
tut:Vertical Flight:EnableALT5,A tutorial label,Enable ALT mode.,ALT 모드를 켜십시오.
tut:Vertical Flight:HVRInfo6,A tutorial label,The HVR mode will assist you in staying upright and keeping your horizontal velocity under control.,HVR 모드는 기체가 뒤집히지 않게 잡아 주고 수평 속도를 제어해 줍니다.
tut:Vertical Flight:ALTInfo7,A tutorial label,The ALT mode will take control of the engines and convert inputs into climb or descent rates.,ALT 모드는 엔진을 제어하여 입력을 상승 또는 하강 속도로 변환해 줍니다.
tut:Vertical Flight:ALTInfo28,A tutorial label,Keeping your throttle centered will hold a hover,스로틀을 중앙에 두면 호버링을 유지합니다
tut:Vertical Flight:ALTInfo39,A tutorial label,Raise or lower the throttle to climb or descend,스로틀을 올리거나 내려 상승 또는 하강하십시오
tut:Vertical Flight:AltThrottleInfo10,A tutorial label,Altitude Control Status,고도 제어 상태
tut:Vertical Flight:DontTilt11,A tutorial label,Keep your left thumb away from the tilt control.,왼손 엄지를 틸트 조작부에서 떼십시오.
tut:Vertical Flight:DontTilt212,A tutorial label,Any engine tilt less than 90 will disengage HVR AP,엔진 틸트가 90도 미만이 되면 HVR AP가 해제됩니다.
tut:Vertical Flight:TakeOffNow13,A tutorial label,Lift throttle now.  Climb to {50} altitude.,스로틀을 올리십시오. 고도 {50}까지 상승하십시오.
tut:Vertical Flight:HoldAltitude14,A tutorial label,Now set your throttle lever to the midpoint to hover.,이제 스로틀 레버를 중앙에 두어 호버링하십시오.
tut:Vertical Flight:HoverInfo15,A tutorial label,You should now be in a stable hover,이제 안정적인 호버링 상태일 것입니다
tut:Vertical Flight:HoverInfo216,A tutorial label,You can make adjustments to the throttle to climb or descend as needed.,필요에 따라 스로틀을 조절해 상승하거나 하강할 수 있습니다.
tut:Vertical Flight:LatMovementInfo17,A tutorial label,Now you can use the joystick to move around,이제 조종간으로 이동할 수 있습니다
tut:Vertical Flight:LatMovementInfo218,A tutorial label,The HVR autopilot will handle attitude control,HVR 자동 조종이 자세 제어를 담당합니다
tut:Vertical Flight:LatMovementInfo319,A tutorial label,You just have to tilt the joystick in the direction you want to go,가고 싶은 방향으로 조종간을 기울이기만 하면 됩니다.
tut:Vertical Flight:LatMovementInfo420,A tutorial label,You can also twist the joystick to yaw,조종간을 비틀어 요(yaw) 조작도 할 수 있습니다
tut:Vertical Flight:LatMovementHUD21,A tutorial label,Horizontal Velocity Indicator,수평 속도 표시기
tut:Vertical Flight:StudyMovement22,A tutorial label,"As you move around, study how the AP handles the vehicle",이동하면서 AP가 기체를 어떻게 다루는지 살펴보십시오
tut:Vertical Flight:StartTargets23,A tutorial label,Let's try flying into some targets.,이제 목표 지점들로 날아가 봅시다.
tut:Vertical Flight:HoverWaypoint024,A tutorial label,Hover here!,여기서 호버링하십시오!
tut:Vertical Flight:HoverWaypoint125,A tutorial label,Hover here!,여기서 호버링하십시오!
tut:Vertical Flight:HoverWaypoint226,A tutorial label,Hover here!,여기서 호버링하십시오!
tut:Vertical Flight:HoverWaypoint327,A tutorial label,Hover here!,여기서 호버링하십시오!
tut:Vertical Flight:GoodJob28,A tutorial label,Great! Now lets try to land back on the helipad.,훌륭합니다! 이제 헬리패드에 다시 착륙해 봅시다.
tut:Vertical Flight:StopBeforeLand29,A tutorial label,"Bring yourself to a stop by centering the throttle, and steering the stick in the opposite direction as your horizontal velocity indicator.","스로틀을 중앙에 두고, 수평 속도 표시기의 반대 방향으로 조종간을 조작해 기체를 정지시키십시오."
tut:Vertical Flight:FaceLanding30,A tutorial label,Rotate to face towards the helipads.,헬리패드를 바라보도록 기수를 돌리십시오.
tut:Vertical Flight:HeadTowardPad31,A tutorial label,Begin to move towards the pad.  Adjust your altitude control and steer so your velocity vector is pointed just above the pad.,헬리패드를 향해 이동하십시오. 속도 벡터가 패드 바로 위를 가리키도록 고도 제어와 조향을 조절하십시오.
tut:Vertical Flight:AlmostLand32,A tutorial label,Slow your forward speed and rate of descent.,전진 속도와 하강률을 줄이십시오.
tut:Vertical Flight:Land33,A tutorial label,Adjust rate of descent to bring it down gently.,하강률을 조절하여 부드럽게 내려앉으십시오.
tut:Vertical Flight:Touchdown34,A tutorial label,Touch down!  Throttle down and enable brake locks.,착지 완료! 스로틀을 내리고 브레이크 잠금을 거십시오.
tut:Vertical Flight:Brake Locks35,A tutorial label,Enable brake lock.,브레이크 잠금을 거십시오.
tut:Vertical Flight:Congrats36,A tutorial label,Congratulations!  Next time: Manual vertical flight and transitioning.,축하합니다! 다음 시간: 수동 수직 비행과 전환 비행.
PGM-27 x19_fullName,Full equip name of: PGM-27 x19,PGM-27 x19,PGM-27 x19
PGM-27 x19_description,Item description of: PGM-27 x19,"A rack of 2.75 inch rockets which have been fitted with a laser guidance package, turning them into precision guided munitions.
Requires continuous lock for guidance (not fire-and-forget).","레이저 유도 장치를 장착해 정밀 유도 무기로 개조된 2.75인치 로켓 랙입니다.
명중할 때까지 계속 조준을 유지해야 합니다(발사 후 알아서 유도되는 방식이 아님)."
EUCAV GUN_fullName,Full equip name of: EUCAV GUN,EUCAV GUN,EUCAV GUN
EUCAV GUN_description,Item description of: EUCAV GUN,EUCAV GUN,EUCAV GUN
eqSublabel_GPS-BOMB-INTERNAL,HUD sub-label of an equip,GPS BOMB INTERNAL,내장 GPS 폭탄
Mk.82 Bomb x3_fullName,Full equip name of: Mk.82 Bomb x3,Mk.82 Bomb x3,Mk.82 폭탄 x3
Mk.82 Bomb x3_description,Item description of: Mk.82 Bomb x3,Standard un-guided 500lb bombs.,표준형 무유도 500파운드 폭탄입니다.
ASF-SRM-RA x2_fullName,Full equip name of: ASF-SRM-RA x2,ASF-SRM-RA x2,ASF-SRM-RA x2
ASF-SRM-RA x2_description,Item description of: ASF-SRM-RA x2,A rack of two older rear-aspect heat-seeking anti-air missiles.,후방에서만 추적 가능한 구형 열추적 대공 미사일 2발입니다.
AGM-114 x4_fullName,Full equip name of: AGM-114 x4,AGM-114 x4,AGM-114 x4
AGM-114 x4_description,Item description of: AGM-114 x4,"A rack of 4 laser guided anti-tank missiles.
Requires continuous lock for guidance (not fire-and-forget).","레이저 유도 대전차 미사일 4발입니다.
명중할 때까지 계속 조준을 유지해야 합니다(발사 후 알아서 유도되는 방식이 아님)."
Mk-82AIR High Drag Bomb x2_fullName,Full equip name of: Mk-82AIR High Drag Bomb x2,Mk-82AIR High Drag Bomb x2,Mk-82AIR 고저항 폭탄 x2
Mk-82AIR High Drag Bomb x2_description,Item description of: Mk-82AIR High Drag Bomb x2,Standard un-guided 500lb bombs. Deploys an inflatable drag chute to slow descent for low altitude bombing.,표준형 무유도 500파운드 폭탄입니다. 저고도 폭격 시 낙하 속도를 늦추는 팽창식 감속 낙하산을 전개합니다.
GMA-6 x2_fullName,Full equip name of: GMA-6 x2,GMA-6 x2,GMA-6 x2
GMA-6 x2_description,Item description of: GMA-6 x2,"A medium range optically guided ""fire-and-forget"" anti-tank missile.","중거리 광학 유도 대전차 미사일입니다. 발사 후에는 알아서 목표를 향해 유도됩니다(발사 후 망각)."
GBU-39 SD Bomb x4_fullName,Full equip name of: GBU-39 SD Bomb x4,GBU-39 SD Bomb x4,GBU-39 소형 폭탄 x4
GBU-39 SD Bomb x4_description,Item description of: GBU-39 SD Bomb x4,GPS guided small diameter bomb. It has built-in folding wings that allow it to glide for long distances and hit targets with precision.,GPS 유도 소구경 폭탄입니다. 내장된 접이식 날개로 장거리를 활공하여 목표를 정밀하게 타격할 수 있습니다.
BSM-66LR_fullName,Full equip name of: BSM-66LR,BSM-66LR,BSM-66LR
BSM-66LR_description,Item description of: BSM-66LR,Standard semi-active radar-guided surface to air missile. Equipped with first stage booster for extended range.,표준형 반능동 레이더 유도 지대공 미사일입니다(발사한 쪽 레이더가 목표를 계속 비춰 주어야 유도되는 방식). 사거리 연장을 위한 1단 부스터를 갖추고 있습니다.
ASF-SRM x3_fullName,Full equip name of: ASF-SRM x3,ASF-SRM x3,ASF-SRM x3
ASF-SRM x3_description,Item description of: ASF-SRM x3,A rack of three standard heat-seeking anti-air missiles.,표준형 열추적 대공 미사일 3발입니다.
eqSublabel_LASER-BOMB-INTERNAL,HUD sub-label of an equip,LASER BOMB INTERNAL,내장 레이저 폭탄
AGM-145 Ballista x2_fullName,Full equip name of: AGM-145 Ballista x2,AGM-145 Ballista x2,AGM-145 발리스타 x2
AGM-145 Ballista x2_description,Item description of: AGM-145 Ballista x2,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.","첨단 광학 장비와 발사 후 알아서 유도되는 '발사 후 망각' 기능, 스마트 자동 표적 지정 기술을 갖춘 소형 대전차 미사일입니다. 지정된 목표 지점이 보이지 않아도 발사할 수 있으며, 적 목표를 자동으로 포착합니다."
AGM-188 MARM_fullName,Full equip name of: AGM-188 MARM,AGM-188 MARM,AGM-188 MARM
AGM-188 MARM_description,Item description of: AGM-188 MARM,Medium range anti-radiation missile with a unique top down attack angle.,위에서 내리꽂는 독특한 공격 각도를 가진 중거리 대레이더 미사일입니다.
ASRM-93 x2_fullName,Full equip name of: ASRM-93 x2,ASRM-93 x2,ASRM-93 x2
ASRM-93 x2_description,Item description of: ASRM-93 x2,Heat seeking short range air to air missiles.  Internally stowed.,열추적 단거리 공대공 미사일입니다. 내부 무장창에 탑재됩니다.
AGM-145 Ballista x3_fullName,Full equip name of: AGM-145 Ballista x3,AGM-145 Ballista x3,AGM-145 발리스타 x3
AGM-145 Ballista x3_description,Item description of: AGM-145 Ballista x3,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.","첨단 광학 장비와 발사 후 알아서 유도되는 '발사 후 망각' 기능, 스마트 자동 표적 지정 기술을 갖춘 소형 대전차 미사일입니다. 지정된 목표 지점이 보이지 않아도 발사할 수 있으며, 적 목표를 자동으로 포착합니다."
ASF-SRM-RA x3_fullName,Full equip name of: ASF-SRM-RA x3,ASF-SRM-RA x3,ASF-SRM-RA x3
ASF-SRM-RA x3_description,Item description of: ASF-SRM-RA x3,A rack of three older rear-aspect heat-seeking anti-air missiles.,후방에서만 추적 가능한 구형 열추적 대공 미사일 3발입니다.
Backstop_fullName,Full equip name of: Backstop,Backstop,Backstop
Backstop_description,Item description of: Backstop,Standard semi-active radar-guided surface to air missile.,표준형 반능동 레이더 유도 지대공 미사일입니다(발사한 쪽 레이더가 목표를 계속 비춰 주어야 유도되는 방식).
ASMRM-1 x1_fullName,Full equip name of: ASMRM-1 x1,ASMRM-1 x1,ASMRM-1 x1
ASMRM-1 x1_description,Item description of: ASMRM-1 x1,"Older, medium range semi-active radar air to air missile. Requires radar lock until intercept.",구형 중거리 공대공 미사일입니다. 반능동 레이더 유도 방식이라 발사 후에도 명중할 때까지 기체 레이더로 계속 조준을 유지해야 합니다.
AIM-9E Sidewinder_fullName,Full equip name of: AIM-9E Sidewinder,AIM-9E Sidewinder,AIM-9E 사이드와인더
AIM-9E Sidewinder_description,Item description of: AIM-9E Sidewinder,"A single AIM-9E. An older short range, rear-aspect, heat seeking air to air missile.",AIM-9E 1발입니다. 후방에서만 추적 가능한 구형 단거리 열추적 공대공 미사일입니다.
Hydra-70 x14 Rocket Pod_fullName,Full equip name of: Hydra-70 x14 Rocket Pod,Hydra-70 x14 Rocket Pod,Hydra-70 x14 로켓 포드
Hydra-70 x14 Rocket Pod_description,Item description of: Hydra-70 x14 Rocket Pod,"A pair of pods carrying a total of 14 high explosive rockets.  Can be fired in single shot mode, or rapid fire (ripple).",총 14발의 고폭 로켓을 탑재한 포드 한 쌍입니다. 단발 사격과 연속 발사(리플) 모드를 모두 지원합니다.
mfdpOpenMenu,Tooltip for button that opens a menu.,Open Menu,메뉴 열기
mfdpBLANK,Label for a minimized MFD portal that is empty. Opens the portal menu.,BLANK,빈 칸
MFDPortalHome_MFDPortalPage_pageName,MFD portal page name,Menu,메뉴
MFDPortalHome_MFDPortalPage_pageLabel,MFD portal page button label,MENU,메뉴
MapMFDPage_MFDPortalPage_pageName,MFD portal page name,Nav Map,항법 지도
MapMFDPage_MFDPortalPage_pageLabel,MFD portal page button label,NAV,항법
ObjectivesPage_MFDPortalPage_pageName,MFD portal page name,Objectives,목표
ObjectivesPage_MFDPortalPage_pageLabel,MFD portal page button label,OBJCTV,목표
SCamPage_MFDPortalPage_pageName,MFD portal page name,SpectatorCam,관전 카메라
SCamPage_MFDPortalPage_pageLabel,MFD portal page button label,S-CAM,관전
RWRPage_MFDPortalPage_pageName,MFD portal page name,RWR,RWR
RWRPage_MFDPortalPage_pageLabel,MFD portal page button label,RWR,RWR
OptionsPage_MFDPortalPage_pageName,MFD portal page name,Vehicle Options,기체 설정
OptionsPage_MFDPortalPage_pageLabel,MFD portal page button label,OPTS,설정
F-45A_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,뒤로 가기
F-45A_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,최소 고도 +
F-45A_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,최소 고도 -
F-45A_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,최대 고도 +
F-45A_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,최대 고도 -
F-45A_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,고도 모드 전환
StoresManagementPage_MFDPortalPage_pageName,MFD portal page name,Stores Mgmt Sys,무장 관리 시스템
StoresManagementPage_MFDPortalPage_pageLabel,MFD portal page button label,SMS,SMS
s_sms_mode_0,SMS mode button labels,Config,설정
s_sms_mode_1,SMS mode button labels,Arming,무장
s_sms_mode_2,SMS mode button labels,Jettison,버리기
s_sms_armed,Armed label for an equip in the SMS config view.,[ ARMED ],[ 무장 ]
s_sms_disarmed,Disarmed label for an equip in the SMS config view.,DISARMED,무장 해제
s_sms_jettison,Jettison label for an equip in the SMS config view.,JETTISON,버리기
s_sms_optionToggle,Tooltip prefix for SMS equipment option toggles,Toggle,전환
s_sms_optionRipple,Ripple button label for SMS equipment option.,Ripple,연속 발사
s_sms_rippleSingle,Label for ripple setting set to single-fire (no ripple),Single,단발
s_bdo_open,SMS bay door override in OPEN position,OPEN,열림
s_bdo_auto,SMS bay door override in AUTO position,AUTO,자동
RadarDisplay_MFDPortalPage_pageName,MFD portal page name,Radar,레이더
RadarDisplay_MFDPortalPage_pageLabel,MFD portal page button label,RADAR,레이더
GPSSystem_MFDPortalPage_pageName,MFD portal page name,GPS Targets,GPS 표적
GPSSystem_MFDPortalPage_pageLabel,MFD portal page button label,GPST,GPST
EOTSPortalPage_MFDPortalPage_pageName,MFD portal page name,EO Targeting,전자광학 조준
EOTSPortalPage_MFDPortalPage_pageLabel,MFD portal page button label,EOTS,EOTS
MFDCommsMenu_MFDPortalPage_pageName,MFD portal page name,Communications,통신
MFDCommsMenu_MFDPortalPage_pageLabel,MFD portal page button label,COMMS,통신
GameMenuPage_MFDPortalPage_pageName,MFD portal page name,Game Menu,게임 메뉴
GameMenuPage_MFDPortalPage_pageLabel,MFD portal page button label,GAME,게임
TacticalSituationDisplay_MFDPortalPage_pageName,MFD portal page name,Tactical Situation Display,전술 상황 표시장치(TSD)
TacticalSituationDisplay_MFDPortalPage_pageLabel,MFD portal page button label,TSD,TSD
AIM-120 Advanced Radar Missile x2_fullName,Full equip name of: AIM-120 Advanced Radar Missile x2,AIM-120 Advanced Radar Missile x2,AIM-120 중거리 레이더 유도 미사일 x2
AIM-120 Advanced Radar Missile x2_description,Item description of: AIM-120 Advanced Radar Missile x2,A rack of two radar guided medium range air to air missiles.,레이더 유도 중거리 공대공 미사일 2발입니다.
fa26_loadout_extFuelL,External Fuel Left,Ext fuel l,좌측 외부 연료
fa26_loadout_extFuelR,External Fuel Right,Ext fuel r,우측 외부 연료
fa26_loadout_extFuelC,External Fuel Centerline,Ext fuel center,중앙 외부 연료
fa26_loadout_extSensor,External Sensor,Ext sensor,외부 센서
fa26_loadout_cft,Conformal Fuel Tank,Cft,CFT
Mk.82 Bomb x2_fullName,Full equip name of: Mk.82 Bomb x2,Mk.82 Bomb x2,Mk.82 폭탄 x2
Mk.82 Bomb x2_description,Item description of: Mk.82 Bomb x2,Two standard un-guided 500lb bombs.,표준형 무유도 500파운드 폭탄 2발입니다.
eqSublabel_BOMB-INTERNAL,HUD sub-label of an equip,BOMB INTERNAL,내장 폭탄
GAU-8 Avenger_fullName,Full equip name of: GAU-8 Avenger,GAU-8 Avenger,GAU-8 어벤져
GAU-8 Avenger_description,Item description of: GAU-8 Avenger,"A 30mm, 7-barrel rotary cannon. Fires depleted uranium rounds at a high rate of fire.",30mm 7열 회전식 기관포입니다. 열화우라늄탄을 높은 연사 속도로 발사합니다.
AN/APG-108 Fire Control Radar_fullName,Full equip name of: AN/APG-108 Fire Control Radar,AN/APG-108 Fire Control Radar,AN/APG-108 사격 통제 레이더
AN/APG-108 Fire Control Radar_description,Item description of: AN/APG-108 Fire Control Radar,"A millimeter-wave radar housed and mounted over the main rotor. This radar can be used to scan land, sea, and air to detect, track, and classify multiple targets. Its high mounting point allows it to be used while the vehicle remains behind cover.","메인 로터 위에 장착된 밀리미터파 레이더입니다. 지상, 해상, 공중을 탐색해 다수의 표적을 탐지, 추적, 분류할 수 있습니다. 장착 위치가 높아 기체가 엄폐물 뒤에 숨어 있는 동안에도 사용할 수 있습니다."
SB-1 x32_fullName,Full equip name of: SB-1 x32,SB-1 x32,SB-1 x32
SB-1 x32_description,Item description of: SB-1 x32,A rack of 32 standard un-guided 500lb bombs.,표준형 무유도 500파운드 폭탄 32발입니다.
AIRS-T Advanced SRM_fullName,Full equip name of: AIRS-T Advanced SRM,AIRS-T Advanced SRM,AIRS-T 첨단 단거리 미사일
AIRS-T Advanced SRM_description,Item description of: AIRS-T Advanced SRM,"Short range heat seeking air to air missile with thrust vectoring.
Improved maneuverability, range, and counter-countermeasure system.
Advanced technology allows it to intercept incoming missiles.","추력 편향 기능을 갖춘 단거리 열추적 공대공 미사일입니다.
기동성, 사거리, 기만 장비 대응 능력이 향상되었습니다.
첨단 기술로 날아오는 미사일을 요격할 수도 있습니다."
Mk-82AIR High Drag Bomb x1_fullName,Full equip name of: Mk-82AIR High Drag Bomb x1,Mk-82AIR High Drag Bomb x1,Mk-82AIR 고저항 폭탄 x1
Mk-82AIR High Drag Bomb x1_description,Item description of: Mk-82AIR High Drag Bomb x1,Standard un-guided 500lb bomb. Deploys an inflatable drag chute to slow descent for low altitude bombing.,표준형 무유도 500파운드 폭탄입니다. 저고도 폭격 시 낙하 속도를 늦추는 팽창식 감속 낙하산을 전개합니다.
ASF-SRM-RA x1_fullName,Full equip name of: ASF-SRM-RA x1,ASF-SRM-RA x1,ASF-SRM-RA x1
ASF-SRM-RA x1_description,Item description of: ASF-SRM-RA x1,An older rear-aspect heat-seeking anti-air missile.,후방에서만 추적 가능한 구형 열추적 대공 미사일입니다.
Mk.82 Bomb x4_fullName,Full equip name of: Mk.82 Bomb x4,Mk.82 Bomb x4,Mk.82 폭탄 x4
Mk.82 Bomb x4_description,Item description of: Mk.82 Bomb x4,Four standard un-guided 500lb bombs.,표준형 무유도 500파운드 폭탄 4발입니다.
ASMRM-7 x8 Internal_fullName,Full equip name of: ASMRM-7 x8 Internal,ASMRM-7 x8 Internal,ASMRM-7 x8 내장
ASMRM-7 x8 Internal_description,Item description of: ASMRM-7 x8 Internal,Medium range radar guided air to air missile. Missiles are stowed internally to improve stealth and aerodynamics.,중거리 레이더 유도 공대공 미사일입니다. 스텔스 성능과 공기역학 특성을 위해 내부 무장창에 탑재됩니다.
Mk.83 Bomb x1_fullName,Full equip name of: Mk.83 Bomb x1,Mk.83 Bomb x1,Mk.83 폭탄 x1
Mk.83 Bomb x1_description,Item description of: Mk.83 Bomb x1,Standard un-guided 1000lb bomb.,표준형 무유도 1000파운드 폭탄입니다.
AGM-126 SideARM II x3_fullName,Full equip name of: AGM-126 SideARM II x3,AGM-126 SideARM II x3,AGM-126 SideARM II x3
AGM-126 SideARM II x3_description,Item description of: AGM-126 SideARM II x3,Compact short range anti-radiation missile based on the AIM-9x.,AIM-9x를 기반으로 한 소형 단거리 대레이더 미사일입니다.
AIM-9 Sidewinder_fullName,Full equip name of: AIM-9 Sidewinder,AIM-9 Sidewinder,AIM-9 사이드와인더
AIM-9 Sidewinder_description,Item description of: AIM-9 Sidewinder,A standard short range heat seeking air to air missile.,표준형 단거리 열추적 공대공 미사일입니다.
MAD-4A Missile_fullName,Full equip name of: MAD-4A Missile,MAD-4A Missile,MAD-4A 미사일
MAD-4A Missile_description,Item description of: MAD-4A Missile,Advanced active radar-guided missile built for the Mobile Air Defense launcher. It has a range of about 55km (30nm).,이동식 방공 발사대를 위해 제작된 첨단 능동형 레이더 유도 미사일입니다. 사거리는 약 55km(30nm)입니다.
Mk-82 Bomb x1_fullName,Full equip name of: Mk-82 Bomb x1,Mk-82 Bomb x1,Mk-82 폭탄 x1
Mk-82 Bomb x1_description,Item description of: Mk-82 Bomb x1,Standard un-guided 500lb bomb.,표준형 무유도 500파운드 폭탄입니다.
s_cs_granted,Text in campaign selector,Granted,지급
s_cs_budget,Text in campaign selector,Budget,예산
s_cs_newMission,Text in campaign selector,New Mission:,새로운 임무:
s_cs_newTraining,Text in campaign selector,New Training:,새로운 훈련:
s_cs_newEquip,Text in campaign selector,New Equipment:,새로운 장비:
s_cs_incompatibleVersion,Text in campaign selector,Incompatible game version,호환되지 않는 게임 버전
campaign_customScenarios,,Custom Scenarios,커스텀 시나리오
campaign_customScenarios_description,,Play custom scenarios created in the VTEditor.,VT 에디터로 제작한 커스텀 시나리오를 플레이합니다.
campaign_ws,,Steam Workshop Scenarios,Steam 창작마당 시나리오
campaign_ws_description,,Play custom scenarios installed through Steam Workshop.,Steam 창작마당에서 설치한 커스텀 시나리오를 플레이합니다.
s_cInfo_completed,x% [Completed]' text in campaign selector,Completed,완료
GBU-38 Bomb x4_fullName,Full equip name of: GBU-38 Bomb x4,GBU-38 Bomb x4,GBU-38 폭탄 x4
GBU-38 Bomb x4_description,Item description of: GBU-38 Bomb x4,500lb GPS guided direct attack munition. It's a Mk.82 bomb with a guidance package strapped on.,500파운드 GPS 유도 직격 폭탄입니다. Mk.82 폭탄에 유도 장치를 부착한 것입니다.
tutName_Weapon Basics,Name of a legacy tutorial objective,Weapon Basics,무기 기본
tutDesc_Weapon Basics,Description of a legacy tutorial,Complete the tutorial.,튜토리얼을 완료하십시오.
tut:Weapon Basics:Intro10,A tutorial label,Welcome to the basic weapons tutorial.,기본 무기 튜토리얼에 오신 것을 환영합니다.
tut:Weapon Basics:Intro21,A tutorial label,"Today, we will be covering weapon configuration, target acquisition, and firing weapons.","오늘은 무장 설정, 목표 포착, 무기 발사 방법을 다룹니다."
tut:Weapon Basics:Intro32,A tutorial label,Let's start by setting the MFDs to the pages we will use.,먼저 MFD를 우리가 사용할 페이지로 설정해 봅시다.
tut:Weapon Basics:MFD3GoHome3,A tutorial label,Go to HOME page.,HOME 페이지로 이동하십시오.
tut:Weapon Basics:Open EQUIP4,A tutorial label,Open EQUIP,EQUIP을 여십시오.
tut:Weapon Basics:MFD2GoHome5,A tutorial label,Go to HOME page.,HOME 페이지로 이동하십시오.
tut:Weapon Basics:Open TGP6,A tutorial label,Open TGP,TGP 페이지를 여십시오.
tut:Weapon Basics:MFD1GoHome7,A tutorial label,Go to HOME page.,HOME 페이지로 이동하십시오.
tut:Weapon Basics:Open NAV8,A tutorial label,Open NAV,NAV 페이지를 여십시오.
tut:Weapon Basics:EQUIP info9,A tutorial label,The EQUIP page shows what you have on each of the vehicle's equipment mounts.,EQUIP 페이지는 기체의 각 무장 장착대에 장착된 장비를 보여줍니다.
tut:Weapon Basics:EQUIP info 210,A tutorial label,"It displays information on each item, and allows you to arm/disarm, configure, or mark them for jettison.","각 장비의 정보를 표시하며, 무장하거나 해제하고, 설정하거나 버릴 것으로 표시할 수 있습니다."
tut:Weapon Basics:EQUIP info 311,A tutorial label,We'll go over each feature in more detail later.,각 기능에 대한 구체적인 사항은 조금 뒤에 살펴보겠습니다.
tut:Weapon Basics:TGP info12,A tutorial label,The TGP is what you will use to acquire ground targets.,TGP는 지상 목표를 포착할 때 사용합니다.
tut:Weapon Basics:TGP info 213,A tutorial label,"To use it, first you must supply power to the sensor mounted under the nose of the vehicle.",사용하려면 먼저 기수 아래에 장착된 센서에 전원을 공급해야 합니다.
tut:Weapon Basics:PWR on TGP14,A tutorial label,Enable TGP power.,TGP 전원을 켜십시오.
tut:Weapon Basics:TGP info 315,A tutorial label,"The TGP will be in FWD mode by default, which just looks straight forward.",TGP는 기본적으로 정면을 바라보는 FWD 모드로 설정되어 있습니다.
tut:Weapon Basics:TGP info 416,A tutorial label,"To be able to control it, you must designate the TGP as the sensor of interest (SOI).",TGP를 조작하려면 TGP를 관심 센서(SOI)로 지정해야 합니다.
tut:Weapon Basics:Enable TGP SOI17,A tutorial label,Enable SOI,SOI를 활성화하십시오.
tut:Weapon Basics:Slew TGP info18,A tutorial label,"Now, you can slew the targeting sensor around using the thumb control on your joystick.",이제 조종간의 엄지 조작부로 조준 센서를 움직일 수 있습니다.
tut:Weapon Basics:TrySlewing19,A tutorial label,Try slewing the TGP around using the joystick thumb control.,조종간의 엄지 조작부로 TGP를 움직여 보십시오.
tut:Weapon Basics:Slew TGP info 220,A tutorial label,"When you move the sensor, it will auto switch to TGT mode, which locks its focus point on the ground while you're flying.",센서를 움직이면 비행 중 지상의 한 지점에 시선을 고정하는 TGT 모드로 자동 전환됩니다.
tut:Weapon Basics:Slew TGP info 321,A tutorial label,The yellow arrow on the screen shows the relative bearing to the target point.,화면의 노란 화살표는 목표 지점까지의 상대 방위를 나타냅니다.
tut:Weapon Basics:TGP info 522,A tutorial label,The target point also shows up on the NAV map as a yellow cross.,목표 지점은 NAV 지도에도 노란 십자로 표시됩니다.
tut:Weapon Basics:Now lets take off23,A tutorial label,Now let's find some targets.  Take off and fly to the objective waypoint.,이제 표적을 찾아봅시다. 이륙하여 목표 경유지로 비행하십시오.
tut:Weapon Basics:Brakes OFF24,A tutorial label,Unlock Brakes,브레이크를 해제하십시오.
tut:Weapon Basics:Fly to AO25,A tutorial label,,
tut:Weapon Basics:MasterArmInfo26,A tutorial label,"Now that we are in the AO, you can enable the Master Arm switch.",작전 지역에 진입했으니 이제 무장 안전 스위치(마스터 암)를 켤 수 있습니다.
tut:Weapon Basics:MasterArm ON27,A tutorial label,Enable Master Arm,마스터 암을 켜십시오.
tut:Weapon Basics:MasterArmInfo228,A tutorial label,"With the weapon system armed, you will see some new icons on the HUD",무장 시스템이 활성화되면 HUD에 새로운 아이콘이 몇 개 나타납니다.
